Avg. Translation Latency,Count,Location,Line Number,Line,Function,Assembly,Saturated
0.00,52,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldrh w7  [x23  #0x10],0
0.00,48,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x19  x20  [sp  #0x10],0
0.00,16,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x0  [x1],0
0.00,51,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x18],0
0.00,26,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,181,"    switch (mode_) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w0  [x24  #8],0
0.00,54,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x19  x20  [sp  #0x10],0
0.00,46,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x25  x26  [sp  #0x40],0
0.00,42,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x29  x30  [sp]  #0x40,0
0.00,26,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,977,"      if (splice->prev_[recompute_height]->Next(recompute_height) !=",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x21  #8],0
0.00,45,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x29  x30  [sp]  #0x50,0
0.00,50,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x6  [sp  #0x58],0
0.00,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x5  [x1],0
0.00,57,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,792,"  auto prefix = sizeof(std::atomic<Node*>) * (height - 1);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x0  [x23  #0x18],0
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,248,"    EncodeFixed64(p, ++(*sequence_));",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x0],0
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x0  #8],0
0.00,44,???,0,???,???,???,0
0.00,22,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,799,"  char* raw = allocator_->AllocateAligned(prefix + sizeof(Node) + key_size);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x4  [x4  #0x18],0
0.00,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr w0  [x0],0
0.00,50,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [sp  #0x78],0
0.00,48,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x23  x24  [sp  #0x30],0
0.00,26,/home/ubuntu/rocksdb/util/random.h,157,"  uint64_t Next() { return generator_(); }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x24],0
0.00,13,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x0  [x1],0
0.00,46,/home/ubuntu/rocksdb/memory/arena.cc,135,"    aligned_alloc_ptr_ += needed;",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x1  [x19  #0x8c8],0
0.00,43,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x23  [sp  #0x30],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x3  #0x10],0
0.00,51,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x21  x22  [sp  #0x20],0
0.00,44,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x19  x20  [sp  #0x10],0
0.00,43,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x29  x30  [sp]  #0x80,0
0.00,42,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x21  x22  [sp  #0x20],0
0.00,38,???,0,???,???,???,0
0.00,42,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x1  [x1  #0xe38],0
0.00,48,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,250,"    Slice bytes = generator_.Generate(FLAGS_item_size);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x22  [x22  #0xe90],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
0.00,40,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x29  x30  [sp]  #0x60,0
0.00,23,/usr/include/c++/11/bits/atomic_base.h,488,"	return __atomic_load_n(&_M_i, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr w24  [x22],0
0.00,18,/home/ubuntu/rocksdb/db/dbformat.h,1117,"        DecodeFixed64(bkey.data() + bkey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldur x0  [x0  #-8],0
0.00,35,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x3  [x20  #8],0
0.00,13,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x3  #0x10],0
0.00,53,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x19  x20  [sp  #0x10],0
0.00,26,???,0,???,???,???,0
0.00,39,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,stp x19  x20  [sp  #0x10],0
0.00,36,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,stp x19  x20  [sp  #0x10],0
0.00,19,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x2  [x1],0
0.00,31,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x1  [x1  #0xba8],0
0.00,40,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x1  [x1  #0xba8],0
0.00,16,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x6  [x5],0
0.00,15,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x0],0
0.00,26,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x19  x20  [sp  #0x10],0
0.00,44,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x29  x30  [sp]  #0x80,0
0.00,1,(null),0,(null),(null),(null),0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr w3  [x0],0
0.00,38,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [sp  #0x48],0
0.00,42,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,str x2  [sp  #0x28],0
0.00,48,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x25  x26  [sp  #0x40],0
0.00,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,978,"          splice->next_[recompute_height]) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #0x10],0
0.00,25,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,str x6  [sp  #0x78],0
0.00,13,src/hotline/fname_map.c,221,(null),va_to_file_offset,ldr x5  [x4],0
0.00,46,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,stp x29  x30  [sp  #-0x60]!,0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
0.00,46,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x29  x30  [sp  #-0x80]!,0
0.00,11,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x3  [x2],0
0.00,13,(null),0,(null),(null),(null),0
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,250,"    Slice bytes = generator_.Generate(FLAGS_item_size);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w2  [x22],0
0.00,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,939,"  if (splice->height_ < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr w0  [x21],0
0.00,27,(null),0,(null),(null),(null),0
0.00,17,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,248,"    EncodeFixed64(p, ++(*sequence_));",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x3  [x0],0
0.00,22,/home/ubuntu/rocksdb/util/coding.h,331,"  uint32_t len = 0;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,str wzr  [sp  #0x68],0
0.00,39,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,str x2  [sp  #0x78],0
0.00,23,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x21  x22  [sp  #0x20],0
0.00,22,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x3  [sp  #0x28],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,922,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x0  #0x10],0
0.00,13,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
0.00,36,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x19  x20  [sp  #0x10],0
0.00,25,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x25  x26  [sp  #0x40],0
0.00,16,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,255,"    *bytes_written_ += encoded_len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [x19  #0x18],0
0.00,19,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,36,"    *buf = skip_list_.AllocateKey(len);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str x0  [x20],0
0.00,18,/home/ubuntu/rocksdb/util/coding.h,108,"    uint32_t result = *(reinterpret_cast<const unsigned char*>(p));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldrb w0  [x1],0
0.00,3,(null),0,(null),(null),(null),0
0.00,20,/home/ubuntu/rocksdb/util/coding.h,335,"  return Slice(p, len);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldur w25  [x19  #-8],0
0.00,37,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x3  [sp  #0x58],0
0.00,24,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str x23  [sp  #0x30],0
0.00,18,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1093,"      splice->prev_[i] = x;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #8],0
0.00,15,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str w21  [x2  x19],0
0.00,3,(null),0,(null),(null),(null),0
0.00,10,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x1],0
0.00,37,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,897,"      *out_prev = before;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x68],0
0.00,16,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x2  [x1],0
0.00,25,???,0,???,???,???,0
0.00,18,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x6  [x4],0
0.00,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,152,"    if (pos_ + len > data_.size()) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w0  [x5  #0x20],0
0.00,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,155,"    pos_ += len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str w7  [x5  #0x20],0
0.00,6,(null),0,(null),(null),(null),0
0.00,18,(null),0,(null),(null),(null),0
0.00,17,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,989,"      } else if (splice->prev_[recompute_height] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #8],0
0.00,17,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x2  [x1],0
0.00,24,/home/ubuntu/rocksdb/db/dbformat.h,1115,"        DecodeFixed64(akey.data() + akey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x21  x19],0
0.00,18,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x5  [x5  #0xba8],0
0.00,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x2  [x19  #0x20],0
0.00,34,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,898,"      *out_next = next;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x70],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1003,"      } else if (KeyIsAfterNode(key_decoded, splice->next_[recompute_height])) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x21  #0x10],0
0.00,19,(null),0,(null),(null),(null),0
0.00,25,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,792,"  auto prefix = sizeof(std::atomic<Node*>) * (height - 1);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str w3  [x0],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,799,"  char* raw = allocator_->AllocateAligned(prefix + sizeof(Node) + key_size);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x4  [x0],0
0.00,30,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldp x29  x30  [sp]  #0x30,0
0.00,27,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x1  #0xba8],0
0.00,22,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,156,"    return Slice(data_.data() + pos_ - len, len);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x19  #0x40],0
0.00,25,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x19  [sp  #0x10],0
0.00,24,(null),0,(null),(null),(null),0
0.00,13,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr w0  [x0],0
0.00,33,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x23  x24  [sp  #0x30],0
0.00,15,src/hotline/fname_map.c,219,(null),va_to_file_offset,ldr x4  [x21  x1  lsl #3],0
0.00,25,/home/ubuntu/rocksdb/memory/arena.cc,129,"      reinterpret_cast<uintptr_t>(aligned_alloc_ptr_) & (kAlignUnit - 1);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x0  [x19  #0x8c8],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
0.00,26,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x3  [x20  #8],0
0.00,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,248,"    EncodeFixed64(p, ++(*sequence_));",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x19  #0x28],0
0.00,28,(null),0,(null),(null),(null),0
0.00,24,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,stp x19  x20  [sp  #0x10],0
0.00,31,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,989,"      } else if (splice->prev_[recompute_height] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x18],0
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,stp x23  x24  [sp  #0x30],0
0.00,19,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,stp x21  x22  [sp  #0x20],0
0.00,27,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x19  x20  [sp  #0x10],0
0.00,13,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,922,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x4  [x4  #0x970],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,939,"  if (splice->height_ < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x27  x28  [sp  #0x50],0
0.00,7,???,0,???,???,???,0
0.00,20,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,238,"    char* buf = nullptr;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str xzr  [sp  #0x40],0
0.00,26,/home/ubuntu/rocksdb/memory/arena.cc,133,"  if (needed <= alloc_bytes_remaining_) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x2  [x19  #0x8d0],0
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x29  x30  [sp]  #0x50,0
0.00,24,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x25  x26  [sp  #0x40],0
0.00,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x1  [x19  #0x38],0
