Type,Count,Avg_Total_Lat,Avg_Issue_Lat,Not_Taken,Mispredicted,Saturated,Location,Line Number,Line,Function,Assembly
IND,311,10.69,9.69,0,0,0,???,0,???,???,???
IND,336,9.81,8.81,336,0,0,(null),0,(null),(null),(null)
IND,296,11.07,10.07,0,0,0,/home/ubuntu/rocksdb/util/coding.h,109,"    if ((result & 128) == 0) {",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,tbz w1  #7  #0x5e6ddc
IND,331,9.77,8.77,0,0,0,/usr/include/c++/11/bits/basic_string.h,239,"	if (!_M_is_local())",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,b.eq #0x5e59d4
IND,293,10.84,9.84,0,0,0,/home/ubuntu/rocksdb/util/comparator.cc,40,"  bool Equal(const Slice& a, const Slice& b) const override { return a == b; }",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ret 
IND,293,10.65,9.65,0,0,0,???,0,???,???,???
IND,309,10.01,9.01,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ret 
IND,297,10.38,9.38,0,0,0,(null),0,(null),(null),(null)
IND,309,9.76,8.76,0,0,0,/home/ubuntu/rocksdb/util/coding.h,109,"    if ((result & 128) == 0) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,tbz w2  #7  #0x80f8
IND,140,21.31,20.31,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,375,"    for (unsigned int i = 0; i < num_ops_; ++i) {",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentReadBenchmarkThreadEEEEEE6_M_runEv,b.hi #0xb060
IND,522,5.50,4.50,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,b #0x5e72e4
IND,467,6.14,5.14,435,29,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,562,"    if (cmp == 0 || (cmp > 0 && level == 0)) {",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,cbz w20  #0x5e6da0
IND,155,18.36,17.36,13,1,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,302,"    if ((callback_args->comparator)",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,cbz w0  #0x80c0
IND,136,20.68,19.68,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,b.ne #0x8104
IND,155,17.10,16.10,155,0,0,/home/ubuntu/rocksdb/util/comparator.cc,323,"  STATIC_AVOID_DESTRUCTION(BytewiseComparatorImpl, bytewise);",_ZN7rocksdb18BytewiseComparatorEv,tbz w1  #0  #0x717780
IND,157,16.75,15.75,157,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,b.ne #0xaf14
IND,138,19.00,18.00,0,1,0,???,0,???,???,???
IND,332,7.88,6.88,310,0,0,(null),0,(null),(null),(null)
IND,320,8.04,7.04,0,0,0,(null),0,(null),(null),(null)
IND,116,21.51,20.51,116,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,544,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,b.ne #0x5e6de4
IND,152,16.27,15.27,0,0,0,???,0,???,???,???
IND,390,6.33,5.33,350,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,tbnz w22  #0x1f  #0x5e7350
IND,142,17.19,16.19,142,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,b.ne #0x5e5a24
IND,308,7.69,6.69,307,0,0,(null),0,(null),(null),(null)
IND,156,15.15,14.15,156,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,b.ne #0x5e6df4
IND,283,8.23,7.23,283,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,215,"      if (memtable_key != nullptr) {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,cbz x1  #0x5e5a04
IND,187,12.40,11.40,1,0,0,/usr/include/c++/11/bits/random.tcc,409,"      for (size_t __k = (__n - __m); __k < (__n - 1); ++__k)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,b.ne #0xa730
IND,141,16.23,15.23,141,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,251,"  if (needed <= sizeof(space_)) {",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,b.hi #0x451f28
IND,134,16.25,15.25,134,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,b.ne #0x8124
IND,312,6.96,5.96,0,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,90,"         iter.Valid() && callback_func(callback_args, iter.key());",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,blr x20
IND,127,17.01,16.01,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,304,"            ->Equal(Slice(key_ptr, key_length - 8),",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,blr x3
IND,139,15.50,14.50,0,0,0,/home/ubuntu/rocksdb/util/comparator.cc,325,"}",_ZN7rocksdb18BytewiseComparatorEv,ret 
IND,316,6.72,5.72,0,0,0,(null),0,(null),(null),(null)
IND,156,13.51,12.51,156,0,0,/home/ubuntu/rocksdb/util/coding.cc,28,"  if (v < (1 << 7)) {",_ZN7rocksdb14EncodeVarint32EPcj,b.hi #0x715de8
IND,131,16.02,15.02,0,0,0,(null),0,(null),(null),(null)
IND,294,6.95,5.95,294,0,0,(null),0,(null),(null),(null)
IND,169,12.08,11.08,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ret 
IND,322,6.28,5.28,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,262,"  if (nullptr != ts) {",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,cbz x21  #0x451efc
IND,130,15.29,14.29,0,0,0,/home/ubuntu/rocksdb/include/rocksdb/slice.h,277,"  return ((x.size() == y.size()) &&",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,b.eq #0x7162b0
IND,359,5.51,4.51,0,0,0,/home/ubuntu/rocksdb/util/coding.cc,50,"}",_ZN7rocksdb14EncodeVarint32EPcj,ret 
IND,121,16.15,15.15,0,0,0,???,0,???,???,???
IND,307,6.35,5.35,307,0,0,(null),0,(null),(null),(null)
IND,126,15.45,14.45,0,1,0,???,0,???,???,???
IND,165,11.79,10.79,0,0,0,/usr/include/c++/11/bits/basic_string.h,239,"	if (!_M_is_local())",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,b.eq #0xaea8
IND,290,6.68,5.68,290,0,0,(null),0,(null),(null),(null)
IND,153,12.63,11.63,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ret 
IND,328,5.81,4.81,328,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,299,"    assert(callback_args != nullptr);",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,cbz x19  #0x8128
IND,317,5.78,4.78,317,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,90,"         iter.Valid() && callback_func(callback_args, iter.key());",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,b.ne #0x5e5988
IND,328,5.57,4.57,0,0,0,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,bl #0x2419e0
IND,338,5.35,4.35,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,248,"  size_t ts_sz = (nullptr == ts) ? 0 : ts->size();",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,b #0x451eac
IND,329,5.49,4.49,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,316,"    InternalKeyComparator internal_key_comp(BytewiseComparator());",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0x4740
IND,314,5.60,4.60,0,0,0,(null),0,(null),(null),(null)
IND,140,12.49,11.49,140,0,0,/usr/include/c++/11/bits/basic_string.h,330,"	if (this->max_size() - (this->size() - __n1) < __n2)",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,b.ls #0xaf04
IND,317,5.51,4.51,0,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,90,"         iter.Valid() && callback_func(callback_args, iter.key());",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,cbnz x0  #0x5e5998
IND,307,5.68,4.68,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,376,"      ReadOne();",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentReadBenchmarkThreadEEEEEE6_M_runEv,bl #0xad30
IND,154,11.29,10.29,0,0,0,/usr/include/c++/11/bits/random.tcc,466,"    }",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EEclEv,ret 
IND,144,11.99,10.99,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ret 
IND,147,11.61,10.61,0,0,0,(null),0,(null),(null),(null)
IND,323,5.26,4.26,0,0,0,/home/ubuntu/rocksdb/util/coding.h,111,"      return p + 1;",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,b #0x8048
IND,157,10.63,9.63,0,0,0,/home/ubuntu/rocksdb/util/comparator.cc,40,"  bool Equal(const Slice& a, const Slice& b) const override { return a == b; }",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ret 
IND,257,6.31,5.31,0,0,0,(null),0,(null),(null),(null)
IND,322,5.02,4.02,0,0,0,/home/ubuntu/rocksdb/include/rocksdb/slice.h,278,"          (memcmp(x.data(), y.data(), x.size()) == 0));",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,bl #0x245ce0
IND,314,5.11,4.11,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,258,"  dst = EncodeVarint32(dst, static_cast<uint32_t>(usize + ts_sz + 8));",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,bl #0x243370
IND,136,11.74,10.74,18,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,323,"    if (verify_args.found) {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,cbz w0  #0xae78
IND,310,5.10,4.10,0,0,0,/usr/include/c++/11/bits/basic_string.h,1246,"	return _M_append(__s, __n);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0x47a0
IND,311,5.07,4.07,0,0,0,/home/ubuntu/rocksdb/util/coding.h,111,"      return p + 1;",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,b #0x5e6cd4
IND,116,13.57,12.57,0,0,0,/home/ubuntu/rocksdb/db/lookup_key.h,65,"  if (start_ != space_) delete[] start_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,b.eq #0xae90
IND,298,5.27,4.27,0,0,0,/home/ubuntu/rocksdb/util/random.h,157,"  uint64_t Next() { return generator_(); }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0xa7a0
IND,160,9.76,8.76,0,0,0,/home/ubuntu/rocksdb/util/coding.h,109,"    if ((result & 128) == 0) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,tbz w2  #7  #0x80f8
IND,302,5.13,4.13,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,453,"  node_ = list_->FindGreaterOrEqual(target, nullptr);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,bl #0x24cc90
IND,143,10.78,9.78,0,0,0,???,0,???,???,???
IND,297,5.14,4.14,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,315,"    LookupKey lookup_key(user_key, *sequence_);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0x4ab0
IND,51,29.80,28.80,51,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,977,"      if (splice->prev_[recompute_height]->Next(recompute_height) !=",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e7510
IND,142,10.70,9.70,0,0,0,???,0,???,???,???
IND,300,5.05,4.05,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,248,"  size_t ts_sz = (nullptr == ts) ? 0 : ts->size();",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,cbz x3  #0x451f30
IND,147,10.23,9.23,0,0,0,(null),0,(null),(null),(null)
IND,54,27.83,26.83,54,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,922,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e77c4
IND,52,27.88,26.88,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,blr x3
IND,52,27.63,26.63,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbnz w0  #0x1f  #0x5e7714
IND,41,34.85,33.85,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,280,"    while ((*threads_done_).load() < (FLAGS_num_threads - 1)) {",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentFillBenchmarkThreadEEEEEE6_M_runEv,b.lt #0xacfc
IND,137,10.40,9.40,0,0,0,/home/ubuntu/rocksdb/util/coding.h,109,"    if ((result & 128) == 0) {",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,tbz w1  #7  #0x5e6ddc
IND,83,16.19,15.19,0,0,0,/usr/include/c++/11/bits/random.tcc,401,"      for (size_t __k = 0; __k < (__n - __m); ++__k)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,b.ne #0xa6f0
IND,145,9.23,8.23,145,0,0,(null),0,(null),(null),(null)
IND,137,9.60,8.60,0,0,0,/usr/include/c++/11/bits/basic_string.h,239,"	if (!_M_is_local())",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,b.eq #0x5e59d4
IND,52,24.77,23.77,52,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,989,"      } else if (splice->prev_[recompute_height] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.eq #0x5e75a4
IND,48,26.40,25.40,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,122,10.25,9.25,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ret 
IND,189,6.40,5.40,170,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,tbnz w22  #0x1f  #0x5e7350
IND,110,10.96,9.96,0,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ret 
IND,50,24.12,23.12,50,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.ne #0xaa10
IND,140,8.56,7.56,140,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,215,"      if (memtable_key != nullptr) {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,cbz x1  #0x5e5a04
IND,72,16.14,15.14,53,19,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,b.lo #0x5e4b08
IND,51,22.63,21.63,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,799,"  char* raw = allocator_->AllocateAligned(prefix + sizeof(Node) + key_size);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,blr x4
IND,88,12.75,11.75,1,0,0,/usr/include/c++/11/bits/random.tcc,409,"      for (size_t __k = (__n - __m); __k < (__n - 1); ++__k)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,b.ne #0xa730
IND,47,23.70,22.70,47,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,939,"  if (splice->height_ < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.lt #0x5e771c
IND,49,22.43,21.43,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e7778
IND,35,31.26,30.26,1,1,0,(null),0,(null),(null),(null)
IND,50,21.66,20.66,50,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbz x1  #0x5e7574
IND,163,6.56,5.56,163,0,0,(null),0,(null),(null),(null)
IND,163,6.41,5.41,163,0,0,(null),0,(null),(null),(null)
IND,156,6.61,5.61,0,1,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,90,"         iter.Valid() && callback_func(callback_args, iter.key());",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,blr x20
IND,47,21.85,20.85,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,55,18.55,17.55,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,927,"  while (height > max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.le #0x5e74e8
IND,39,26.10,25.10,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,254,"    table_->Insert(handle);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,blr x2
IND,43,23.47,22.47,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.gt #0x5e7700
IND,55,18.18,17.18,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbnz x1  #0x5e779c
IND,51,19.12,18.12,51,0,0,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,b.ne #0x721594
IND,47,20.43,19.43,47,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e77dc
IND,146,6.51,5.51,0,0,0,(null),0,(null),(null),(null)
IND,155,6.10,5.10,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,262,"  if (nullptr != ts) {",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,cbz x21  #0x451efc
IND,60,15.32,14.32,0,0,0,???,0,???,???,???
IND,151,6.05,5.05,151,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,299,"    assert(callback_args != nullptr);",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,cbz x19  #0x8128
IND,160,5.44,4.44,0,0,0,/home/ubuntu/rocksdb/util/coding.cc,50,"}",_ZN7rocksdb14EncodeVarint32EPcj,ret 
IND,153,5.62,4.62,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,316,"    InternalKeyComparator internal_key_comp(BytewiseComparator());",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0x4740
IND,53,15.70,14.70,53,0,0,/home/ubuntu/rocksdb/util/random.cc,28,"  if (UNLIKELY(rv == nullptr)) {",_ZN7rocksdb6Random14GetTLSInstanceEv,cbz x0  #0x721558
IND,157,5.27,4.27,0,0,0,/home/ubuntu/rocksdb/util/random.h,157,"  uint64_t Next() { return generator_(); }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0xa7a0
IND,68,12.10,11.10,53,15,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1065,"    for (int i = 0; i < height; ++i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e75e8
IND,57,14.39,13.39,57,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,151,"    assert(len <= data_.size());",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.hi #0xa9d0
IND,48,16.81,15.81,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ret 
IND,51,15.61,14.61,0,0,0,???,0,???,???,???
IND,138,5.76,4.76,0,0,0,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,bl #0x2419e0
IND,138,5.73,4.73,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,376,"      ReadOne();",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentReadBenchmarkThreadEEEEEE6_M_runEv,bl #0xad30
IND,139,5.65,4.65,139,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,90,"         iter.Valid() && callback_func(callback_args, iter.key());",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,b.ne #0x5e5988
IND,154,5.10,4.10,0,0,0,/home/ubuntu/rocksdb/util/coding.h,111,"      return p + 1;",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,b #0x5e6cd4
IND,140,5.59,4.59,0,0,0,(null),0,(null),(null),(null)
IND,153,5.11,4.11,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,248,"  size_t ts_sz = (nullptr == ts) ? 0 : ts->size();",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,cbz x3  #0x451f30
IND,35,22.34,21.34,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e7778
IND,40,19.50,18.50,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,152,5.12,4.12,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,453,"  node_ = list_->FindGreaterOrEqual(target, nullptr);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,bl #0x24cc90
