Type,Count,Avg_Total_Lat,Avg_Issue_Lat,Not_Taken,Mispredicted,Saturated,Location,Line Number,Line,Function,Assembly
IND,51,15.02,14.02,0,0,0,/home/ubuntu/rocksdb/util/coding.h,109,"    if ((result & 128) == 0) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbz w0  #7  #0x5e773c
IND,141,5.30,4.30,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,248,"  size_t ts_sz = (nullptr == ts) ? 0 : ts->size();",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,b #0x451eac
IND,2,369.50,368.50,2,0,0,(null),0,(null),(null),(null)
IND,54,13.56,12.56,0,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ret 
IND,43,16.93,15.93,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ret 
IND,142,5.09,4.09,0,0,0,/home/ubuntu/rocksdb/db/dbformat.cc,258,"  dst = EncodeVarint32(dst, static_cast<uint32_t>(usize + ts_sz + 8));",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,bl #0x243370
IND,139,5.14,4.14,0,0,0,/usr/include/c++/11/bits/basic_string.h,1246,"	return _M_append(__s, __n);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0x47a0
IND,132,5.37,4.37,0,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,90,"         iter.Valid() && callback_func(callback_args, iter.key());",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,cbnz x0  #0x5e5998
IND,46,15.00,14.00,1,1,0,/home/ubuntu/rocksdb/memory/arena.cc,133,"  if (needed <= alloc_bytes_remaining_) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,b.hs #0x5dc1cc
IND,136,5.02,4.02,0,0,0,/home/ubuntu/rocksdb/include/rocksdb/slice.h,278,"          (memcmp(x.data(), y.data(), x.size()) == 0));",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,bl #0x245ce0
IND,132,5.17,4.17,0,0,0,/home/ubuntu/rocksdb/util/coding.h,111,"      return p + 1;",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,b #0x8048
IND,43,15.47,14.47,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,181,"    switch (mode_) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.eq #0xa8b8
IND,39,16.87,15.87,39,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,243,"    assert(buf != nullptr);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,cbz x1  #0xaa14
IND,27,24.19,23.19,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.gt #0x5e7700
IND,126,5.17,4.17,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,315,"    LookupKey lookup_key(user_key, *sequence_);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,bl #0x4ab0
IND,23,27.91,26.91,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,blr x3
IND,22,29.05,28.05,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbnz w0  #0x1f  #0x5e7714
IND,51,12.51,11.51,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,110,"  if (MemMapping::kHugePageSupported && hugetlb_size_ > 0 &&",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,cbz x5  #0x5dc1b0
IND,42,15.12,14.12,42,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,152,"    if (pos_ + len > data_.size()) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.lo #0xa928
IND,23,27.30,26.30,23,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,922,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e77c4
IND,37,16.89,15.89,37,0,0,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,b.ne #0x5dc2d8
IND,21,29.67,28.67,0,0,0,src/hotline/fname_map.c,218,(null),va_to_file_offset,b.ne #0x2d34c0
IND,71,8.68,7.68,71,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1066,"      if (i >= recompute_height &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.le #0x5e7678
IND,42,14.64,13.64,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,976,"    while (recompute_height < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.gt #0x5e751c
IND,49,12.55,11.55,0,0,0,???,0,???,???,???
IND,29,20.59,19.59,29,0,0,/home/ubuntu/rocksdb/db/dbformat.h,1118,"    if (anum > bnum) {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,b.hi #0x4a3e38
IND,52,11.29,10.29,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ret 
IND,20,29.30,28.30,20,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,977,"      if (splice->prev_[recompute_height]->Next(recompute_height) !=",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e7510
IND,23,25.35,24.35,23,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.ne #0xaa10
IND,34,16.97,15.97,27,7,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,b.lo #0x5e4b08
IND,46,12.41,11.41,0,0,0,???,0,???,???,???
IND,3,189.00,188.00,3,0,0,(null),0,(null),(null),(null)
IND,29,19.41,18.41,17,13,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbnz w0  #0x1f  #0x5e759c
IND,24,23.33,22.33,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,254,"    table_->Insert(handle);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,blr x2
IND,45,12.24,11.24,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ret 
IND,25,22.04,21.04,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbnz w0  #0x1f  #0x5e76c4
IND,47,11.32,10.32,0,0,0,???,0,???,???,???
IND,50,10.52,9.52,50,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,b.le #0x5e4bb8
IND,103,5.03,4.03,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,b #0x5e72b0
IND,38,13.21,12.21,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,130,"  size_t slop = (current_mod == 0 ? 0 : kAlignUnit - current_mod);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,b.ne #0x5dc208
IND,25,20.08,19.08,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,25,19.64,18.64,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,37,12.89,11.89,37,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,253,"    assert(p == buf + encoded_len);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.ne #0xa9f0
IND,22,21.18,20.18,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,799,"  char* raw = allocator_->AllocateAligned(prefix + sizeof(Node) + key_size);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,blr x4
IND,18,25.61,24.61,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,45,10.09,9.09,0,0,0,(null),0,(null),(null),(null)
IND,37,12.14,11.14,0,0,0,/home/ubuntu/rocksdb/util/random.cc,27,"  auto rv = tls_instance;",_ZN7rocksdb6Random14GetTLSInstanceEv,blr x2
IND,28,15.54,14.54,28,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbz x4  #0x5e75c8
IND,44,9.86,8.86,44,0,0,(null),0,(null),(null),(null)
IND,42,10.31,9.31,0,0,0,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ret 
IND,53,8.08,7.08,53,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,b.mi #0x5e7360
IND,22,19.18,18.18,22,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e77dc
IND,18,23.06,22.06,18,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,989,"      } else if (splice->prev_[recompute_height] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.eq #0x5e75a4
IND,34,12.18,11.18,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ret 
IND,48,8.62,7.62,48,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1065,"    for (int i = 0; i < height; ++i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.le #0x5e7640
IND,26,15.54,14.54,0,0,0,???,0,???,???,???
IND,16,25.00,24.00,12,0,0,src/hotline/fname_map.c,221,(null),va_to_file_offset,b.hi #0x2d34dc
IND,26,14.65,13.65,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,976,"    while (recompute_height < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.gt #0x5e751c
IND,52,7.29,6.29,36,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1092,"    for (int i = 0; i < height; ++i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.gt #0x5e7630
IND,34,11.09,10.09,25,9,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1065,"    for (int i = 0; i < height; ++i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.ne #0x5e75e8
IND,57,6.44,5.44,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1087,"      x->NoBarrier_SetNext(i, splice->next_[i]);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b #0x5e75f8
IND,25,14.52,13.52,25,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,152,"    if (pos_ + len > data_.size()) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.lo #0xa928
IND,20,17.80,16.80,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbnz x1  #0x5e779c
IND,21,16.81,15.81,21,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,243,"    assert(buf != nullptr);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,cbz x1  #0xaa14
IND,25,13.96,12.96,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,110,"  if (MemMapping::kHugePageSupported && hugetlb_size_ > 0 &&",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,cbz x5  #0x5dc1b0
IND,23,15.13,14.13,0,0,0,???,0,???,???,???
IND,14,24.57,23.57,14,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbz x1  #0x5e7574
IND,23,14.83,13.83,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ret 
IND,35,9.57,8.57,35,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1066,"      if (i >= recompute_height &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.le #0x5e7678
IND,19,17.05,16.05,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,927,"  while (height > max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.le #0x5e74e8
IND,21,15.24,14.24,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,181,"    switch (mode_) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.eq #0xa8b8
IND,16,19.31,18.31,16,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbz x4  #0x5e75c8
IND,21,14.57,13.57,21,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,151,"    assert(len <= data_.size());",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.hi #0xa9d0
IND,17,17.88,16.88,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,18,16.83,15.83,18,0,0,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,b.ne #0x5dc2d8
IND,15,20.13,19.13,15,0,0,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,b.ne #0x721594
IND,24,12.54,11.54,24,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,253,"    assert(p == buf + encoded_len);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,b.ne #0xa9f0
IND,59,5.05,4.05,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1021,"    RecomputeSpliceLevels(key_decoded, splice, recompute_height);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b #0x5e75d4
IND,50,5.94,4.94,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,840,"  return Insert<false>(key, seq_splice_, false);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep6InsertEPv,b #0x257460
IND,47,6.26,5.26,0,0,0,/home/ubuntu/rocksdb/util/random.h,157,"  uint64_t Next() { return generator_(); }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,bl #0xa7a0
IND,22,13.32,12.32,0,0,0,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ret 
IND,19,15.37,14.37,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,133,"  if (needed <= alloc_bytes_remaining_) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,b.hs #0x5dc1cc
IND,14,20.29,19.29,14,0,0,/home/ubuntu/rocksdb/db/dbformat.h,1118,"    if (anum > bnum) {",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,b.hi #0x4a3e38
IND,24,11.71,10.71,13,10,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbnz w0  #0x1f  #0x5e759c
IND,46,6.02,5.02,0,0,0,(null),0,(null),(null),(null)
IND,20,13.65,12.65,0,0,0,/home/ubuntu/rocksdb/util/coding.h,109,"    if ((result & 128) == 0) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbz w0  #7  #0x5e773c
IND,49,5.53,4.53,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,244,"    char* p = EncodeVarint32(buf, internal_key_size);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,bl #0x4760
IND,49,5.41,4.41,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,b #0x5e72bc
IND,50,5.20,4.20,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,501,"  auto rnd = Random::GetTLSInstance();",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,bl #0x24ea20
IND,22,11.73,10.73,0,0,0,???,0,???,???,???
IND,49,5.14,4.14,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,b #0x5e72b0
IND,20,12.55,11.55,0,0,0,/home/ubuntu/rocksdb/util/random.cc,27,"  auto rv = tls_instance;",_ZN7rocksdb6Random14GetTLSInstanceEv,blr x2
IND,4,62.25,61.25,4,0,0,(null),0,(null),(null),(null)
IND,24,10.38,9.38,24,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,b.le #0x5e4bb8
IND,47,5.23,4.23,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1021,"    RecomputeSpliceLevels(key_decoded, splice, recompute_height);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,bl #0x247720
IND,20,12.20,11.20,0,0,0,???,0,???,???,???
IND,47,5.17,4.17,18,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbz w20  #0x5e76f8
IND,8,30.25,29.25,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,280,"    while ((*threads_done_).load() < (FLAGS_num_threads - 1)) {",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentFillBenchmarkThreadEEEEEE6_M_runEv,b.lt #0xacfc
IND,47,5.13,4.13,0,0,0,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,bl #0x4730
IND,19,12.58,11.58,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,130,"  size_t slop = (current_mod == 0 ? 0 : kAlignUnit - current_mod);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,b.ne #0x5dc208
IND,14,17.00,16.00,14,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,939,"  if (splice->height_ < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.lt #0x5e771c
IND,18,13.17,12.17,0,0,0,???,0,???,???,???
IND,13,18.23,17.23,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,blr x3
IND,21,10.81,9.81,0,0,0,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ret 
IND,5,45.20,44.20,5,0,0,src/hotline/hotline.c,212,(null),get_perf_event_timestamp,b.ne #0x26ce78
IND,43,5.21,4.21,0,0,0,/home/ubuntu/rocksdb/util/coding.h,111,"      return p + 1;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b #0x5e74ac
IND,24,9.00,8.00,24,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,993,"        if (allow_partial_splice_fix) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,cbnz w20  #0x5e7748
IND,13,16.54,15.54,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ret 
IND,20,10.70,9.70,20,0,0,(null),0,(null),(null),(null)
IND,20,10.65,9.65,0,0,0,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ret 
IND,13,16.31,15.31,13,0,0,/home/ubuntu/rocksdb/util/random.cc,28,"  if (UNLIKELY(rv == nullptr)) {",_ZN7rocksdb6Random14GetTLSInstanceEv,cbz x0  #0x721558
IND,23,8.74,7.74,23,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,b.mi #0x5e7360
IND,1,194.00,193.00,1,0,0,(null),0,(null),(null),(null)
IND,36,5.39,4.39,0,0,0,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,281,"      FillOne();",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentFillBenchmarkThreadEEEEEE6_M_runEv,bl #0xa820
IND,2,96.00,95.00,2,0,0,(null),0,(null),(null),(null)
IND,35,5.49,4.49,0,0,0,/home/ubuntu/rocksdb/util/random.h,59,"      seed_ -= M;",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,b #0x5e4b1c
IND,18,10.22,9.22,0,0,0,(null),0,(null),(null),(null)
IND,25,6.72,5.72,20,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1092,"    for (int i = 0; i < height; ++i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.gt #0x5e7630
IND,7,23.86,22.86,0,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,tbnz w0  #0x1f  #0x5e76c4
IND,1,164.00,163.00,0,1,0,???,0,???,_ZN4edgeL20fill_in_intermediateEPNS_19intermediate_symbolEPKNS_6symbolENS_29intermediate_symbol_options_eE.constprop.0,mov x0  x20
IND,8,20.25,19.25,8,0,0,src/hotline/lat_map.c,22,(null),lat_map_compare,b.hi #0x26da58
IND,19,8.26,7.26,19,0,0,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1065,"    for (int i = 0; i < height; ++i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,b.le #0x5e7640
