Type,Count,Avg_Total_Lat,Avg_Issue_Lat,Not_Taken,Mispredicted,Saturated,Location,Line,Function,Assembly
IND,2,5.00,4.00,0,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1aeb290,(null),_ZN2v88internal4wasm7fuzzing12_GLOBAL__N_113WasmGeneratorILNS2_27WasmModuleGenerationOptionsE3EE14op_with_prefixILNS1_10WasmOpcodeE64889EJLNS1_9ValueKindE5ELS9_5EEEEvPNS3_9DataRangeE,str w0  [x19  #0x70]
COND,1,10.00,9.00,0,1,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x2278090,(null),BrotliCreateHqZopfliBackwardReferences,rbit x1  x1
IND,1,10.00,9.00,0,0,0,/home/ubuntu/hotline_c/hotline.c:556,???,parse_spe_record,ret 
COND,1,10.00,9.00,1,0,0,/home/ubuntu/hotline_c/hotline.c:845,???,process_aux_record,b.hi #0x4673c0
IND,2,5.00,4.00,0,0,0,/home/ubuntu/hotline_c/btree.c:836,???,btree_get,b #0x467ae0
COND,1,10.00,9.00,1,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/char/methods.rs:1003,???,_ZN4core4char7methods22_$LT$impl$u20$char$GT$10is_numeric17hb9b523208987101aE,b.hi #0x4bf1dc
COND,1,10.00,9.00,0,0,0,/home/ubuntu/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/perf-event-data-0.1.2/src/records/read.rs:438,???,_ZN91_$LT$perf_event_data..records..read..ReadGroup$u20$as$u20$perf_event_data..parse..Parse$GT$5parse17h2d0aec4ef6bfb644E,tbz w8  #0  #0xcf08a0
COND,1,10.00,9.00,0,0,0,/home/ubuntu/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/perf-event-data-0.1.2/src/parse.rs:279,???,_ZN15perf_event_data5parse19Parser$LT$B$C$E$GT$11parse_array17hdbbb8551646fbf55E,tbz w8  #0  #0xcf0d7c
IND,1,10.00,9.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ops/function.rs:250,???,_ZN4core3ops8function6FnOnce9call_once17h0eb4d75b3d5efc3cE,ret 
IND,1,10.00,9.00,0,0,0,/home/ubuntu/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bitflags-2.4.0/src/lib.rs:753,???,_ZN15perf_event_data5flags1_16InternalBitFlags5union17h9def113f159f2b36E,ret 
COND,1,10.00,9.00,1,0,0,/home/ubuntu/library/std/src/sys/fs/unix.rs:759,???,_ZN86_$LT$std..sys..fs..unix..ReadDir$u20$as$u20$core..iter..traits..iterator..Iterator$GT$4next17h93af95fe0615a0d5E,b.eq #0xe2cf4c
COND,1,9.00,8.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ub_checks.rs:127,???,_ZN4core10intrinsics19copy_nonoverlapping18precondition_check17h5f628d6c4834a8bbE,cbz x8  #0x968e14
IND,1,9.00,8.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ub_checks.rs:72,???,_ZN4core3num23_$LT$impl$u20$usize$GT$13unchecked_mul18precondition_check17h5791e56ef02f5063E,ret 
IND,1,9.00,8.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:776,???,_ZN4core6result19Result$LT$T$C$E$GT$3map17h3924b56d812588e9E,ret 
IND,1,9.00,8.00,0,0,0,/home/ubuntu/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/perf-event-data-0.1.2/src/parsebuf.rs:119,???,_ZN72_$LT$$RF$$u5b$u8$u5d$$u20$as$u20$perf_event_data..parsebuf..ParseBuf$GT$5chunk17he10b0613715da959E,ret 
COND,1,9.00,8.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/raw.rs:135,???,_ZN4core5slice3raw14from_raw_parts18precondition_check17h77b625700594464fE,cbnz x8  #0xcf6264
IND,1,9.00,8.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/mod.rs:3764,???,_ZN4core5slice29_$LT$impl$u20$$u5b$T$u5d$$GT$15copy_from_slice17hb06e0314457cdbdbE,ret 
IND,1,9.00,8.00,0,0,0,/home/ubuntu/src/flags.rs:93,???,_ZN15perf_event_data5flags10ReadFormat11element_len17hf3d32e3900ada850E,bl #0xcff9ac
IND,1,9.00,8.00,0,0,0,/home/ubuntu/library/core/src/ffi/c_str.rs:370,???,_ZN4core3ffi5c_str4CStr19from_bytes_with_nul17h8c49edcd82639afcE,ret 
COND,1,8.00,7.00,1,0,0,/usr/lib/aarch64-linux-gnu/malloc/malloc.c:3410,???,???,b.ne #0x8e170
COND,1,8.00,7.00,1,0,0,/usr/lib/aarch64-linux-gnu/../sysdeps/aarch64/multiarch/memcpy_advsimd.S:76,???,???,b.hi #0x97e50
COND,1,8.00,7.00,1,0,0,/usr/lib/aarch64-linux-gnu/../sysdeps/aarch64/multiarch/memcpy_advsimd.S:107,???,???,cbz x2  #0x97e48
COND,1,8.00,7.00,1,0,0,/home/ubuntu/.vscode-server/code-2901c5ac6db8a986a5666c3af51ff804d05af0d4:0xab71fc,(null),???,movz w8  #0x5
COND,1,8.00,7.00,1,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1182090,(null),_ZN2v88internal29AstFunctionLiteralIdReindexer7ReindexEPNS0_10ExpressionE,cmp x0  x1
COND,1,8.00,7.00,1,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1244484,(null),_ZN2v88internal8Coverage7CollectEPNS0_7IsolateENS_5debug12CoverageModeE,cmp w0  #0
IND,1,8.00,7.00,0,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1812544,(null),_ZN12v8_inspector16V8DebuggerScript6CreateEPN2v87IsolateENS1_5LocalINS1_5debug6ScriptEEEbPNS_19V8DebuggerAgentImplEPNS_17V8InspectorClientE,b #0x18120ec
IND,1,8.00,7.00,0,0,0,/usr/lib/aarch64-linux-gnu/libstdc++.so.6.0.30:0xa12c0,(null),???,b #0x9d520
COND,1,8.00,7.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/hint.rs:206,???,_ZN4core4hint16assert_unchecked18precondition_check17hd0868b7a490be4e7E,tbnz w0  #0  #0x969340
IND,1,8.00,7.00,0,0,0,/home/ubuntu/library/std/src/fs.rs:1262,???,_ZN47_$LT$std..fs..File$u20$as$u20$std..io..Read$GT$4read17ha6658ec14fec61cfE,ret 
COND,1,8.00,7.00,0,0,0,/home/ubuntu/library/std/src/sys/fs/unix.rs:1140,???,_ZN3std2fs11OpenOptions5_open17h6c38905689a0476cE,tbz w10  #0  #0xe1d3a8
COND,1,8.00,7.00,0,0,0,/home/ubuntu/library/core/src/slice/memchr.rs:71,???,_ZN4core3ffi5c_str4CStr19from_bytes_with_nul17h8c49edcd82639afcE,b.eq #0xe4daa0
COND,1,7.00,6.00,0,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x180b364,(null),_ZN12v8_inspector19V8DebuggerAgentImpl14didParseSourceESt10unique_ptrINS_16V8DebuggerScriptESt14default_deleteIS2_EEb,blr x1
COND,1,7.00,6.00,1,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1917830,(null),_ZN2v88internal4wasm12_GLOBAL__N_115LiftoffCompiler23Load64BitExceptionValueENS1_15LiftoffRegisterES4_PjNS1_14LiftoffRegListE,orr x4  xzr  #0xffffffff00000000
IND,1,7.00,6.00,0,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1afe568,(null),_ZN2v88internal4wasm7fuzzing24GenerateRandomWasmModuleILNS2_27WasmModuleGenerationOptionsE0EEENS_4base6VectorIhEEPNS0_4ZoneENS6_IKhEE,ldr w2  [x0  #0x38]
IND,1,7.00,6.00,0,0,0,/home/ubuntu/hotline_c/btree.c:482,???,btree_search,b #0x467850
IND,1,7.00,6.00,0,0,0,/home/ubuntu/library/std/src/fs.rs:316,???,_ZN3std2fs14read_to_string5inner17h0eae9bed4f0df99eE,bl #0xe49794
IND,1,7.00,6.00,0,0,0,/home/ubuntu/library/std/src/sys/fs/unix.rs:1181,???,_ZN3std2fs11OpenOptions5_open17h6c38905689a0476cE,bl #0x28c590
COND,1,7.00,6.00,1,0,0,/home/ubuntu/library/std/src/sys/alloc/unix.rs:13,???,_RNvCscSpY9Juk0HT_7___rustc11___rdl_alloc,b.hi #0xe27e98
COND,1,7.00,6.00,1,0,0,/home/ubuntu/library/core/src/alloc/layout.rs:375,???,_ZN5alloc3ffi5c_str131_$LT$impl$u20$core..convert..From$LT$$RF$core..ffi..c_str..CStr$GT$$u20$for$u20$alloc..boxed..Box$LT$core..ffi..c_str..CStr$GT$$GT$4from17hec874816052de6dbE,tbnz x1  #0x3f  #0xe47bdc
COND,1,6.00,5.00,1,0,0,/usr/lib/aarch64-linux-gnu/nptl/cancellation.c:59,???,???,b.eq #0x79b60
IND,1,6.00,5.00,0,0,0,/usr/lib/aarch64-linux-gnu/nptl/cancellation.c:64,???,???,ret 
IND,1,6.00,5.00,0,0,0,/usr/lib/aarch64-linux-gnu/malloc/malloc.c:3327,???,???,bl #0x12fb10
COND,1,6.00,5.00,1,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0xae301c,(null),???,???
IND,1,6.00,5.00,0,0,0,/home/ubuntu/.vscode-server/cli/servers/Stable-2901c5ac6db8a986a5666c3af51ff804d05af0d4/server/node:0x1b28380,(null),_ZN2v88internal25DispatchingDecoderVisitor26VisitLoadStorePairPreIndexEPNS0_11InstructionE,cmp x25  x0
COND,1,6.00,5.00,0,0,0,/home/ubuntu/library/alloc/src/raw_vec/mod.rs:776,???,_ZN5alloc7raw_vec11finish_grow17hc548e91638a2adc8E,cbz x8  #0x28f0ec
IND,1,6.00,5.00,0,0,0,/home/ubuntu/src/data/perf_stat.rs:325,???,_ZN80_$LT$aperf..data..perf_stat..PerfStatRaw$u20$as$u20$aperf..data..CollectData$GT$12collect_data17h31bbafaf306a21c7E,bl #0xcf2c30
COND,1,6.00,5.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/char/methods.rs:1778,???,_ZN5alloc6string6String4push17h4eb26f74243649d2E,b.lo #0x3544e0
IND,1,6.00,5.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/fmt/mod.rs:738,???,_ZN5alloc3fmt6format17h87b6cb866833453fE,b #0x354d98
COND,1,6.00,5.00,0,0,0,/home/ubuntu/hotline_c/hotline.c:777,???,process_aux_record,cbnz w0  #0x467100
IND,1,6.00,5.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/traits/iterator.rs:2383,???,_ZN4core4iter6traits8iterator8Iterator8try_fold17h1bc12c5ba7d7538fE,bl #0xcf2da8
IND,1,6.00,5.00,0,0,0,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:1003,???,_ZN4core6option15Option$LT$T$GT$9unwrap_or17h65c8a0d1b7c35127E,b #0xcfc690
IND,1,6.00,5.00,0,0,0,/home/ubuntu/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bitflags-2.4.0/src/lib.rs:636,???,_ZN15perf_event_data5flags1_16InternalBitFlags4bits17h9541c8b4a3847528E,ret 
IND,1,6.00,5.00,0,0,0,/home/ubuntu/library/std/src/sys/alloc/unix.rs:54,???,_RNvCscSpY9Juk0HT_7___rustc13___rdl_realloc,b #0x28cad0
IND,1,6.00,5.00,0,0,0,/home/ubuntu/aperf:0xe3c9b4,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$15try_allocate_in17h3224d982ad3690b3E,bl #0x297e60
COND,1,5.00,4.00,0,0,0,/usr/lib/aarch64-linux-gnu/stdio-common/vfscanf-internal.c:1873,???,???,cbz w20  #0x54ff4
IND,1,5.00,4.00,0,0,0,/usr/lib/aarch64-linux-gnu/malloc/malloc.c:4409,???,???,bl #0x897f0
IND,1,5.00,4.00,0,0,0,/usr/lib/aarch64-linux-gnu/../sysdeps/aarch64/multiarch/memcpy_advsimd.S:85,???,???,ret 
IND,1,5.00,4.00,0,0,0,/usr/lib/aarch64-linux-gnu/../sysdeps/aarch64/multiarch/memcpy_advsimd.S:177,???,???,ret 
